distance_kpc,ra_center,dec_center,radius_deg,radius_pc,n_members,source_file
3.548133892335757,12.792950124219365,-72.97312644331073,0.13328493302368377,8.253885228859724,100,cluster_d3.55kpc_ra12.7930_dec-72.9731_id4.csv
3.548133892335757,5.994941034904346,-72.07505912994743,0.47218609519627786,29.240888283456428,6246,cluster_d3.55kpc_ra5.9949_dec-72.0751_id5.csv
3.548133892335757,15.820096417581235,-70.85727441095726,0.10187070259529343,6.308508158648698,85,cluster_d3.55kpc_ra15.8201_dec-70.8573_id6.csv
3.548133892335757,78.54244526106235,-40.03987082496731,0.122661995503554,7.596042627333874,80,cluster_d3.55kpc_ra78.5424_dec-40.0399_id7.csv
3.981071705534973,82.79242132950912,-70.26582953708942,0.09999386028487435,6.947854297303634,72,cluster_d3.98kpc_ra82.7924_dec-70.2658_id1.csv
3.981071705534973,81.53407664882967,-69.76050246929633,0.39395536614956533,27.37312546840559,703,cluster_d3.98kpc_ra81.5341_dec-69.7605_id2.csv
3.981071705534973,80.90115667303185,-69.54955335765293,0.11742507793098526,8.159024263986943,88,cluster_d3.98kpc_ra80.9012_dec-69.5496_id3.csv
3.981071705534973,78.68423752283174,-69.35042390547164,0.0953443590506804,6.624793891011874,68,cluster_d3.98kpc_ra78.6842_dec-69.3504_id4.csv
3.981071705534973,5.992832114161795,-72.07601163726194,0.4544772239116774,31.578354152800088,6913,cluster_d3.98kpc_ra5.9928_dec-72.0760_id5.csv
3.981071705534973,15.816421911531158,-70.85514496071322,0.10356241878535875,7.1958077660679605,70,cluster_d3.98kpc_ra15.8164_dec-70.8551_id6.csv
3.981071705534973,78.53699649464959,-40.0405918629674,0.11438431427966657,7.94774346392871,69,cluster_d3.98kpc_ra78.5370_dec-40.0406_id7.csv
4.466835921509635,5.99339102711645,-72.07572991678434,0.44501285445550526,34.693644465758894,6939,cluster_d4.47kpc_ra5.9934_dec-72.0757_id1.csv
